순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
3765,200031,2023,097,001,299,3명광호,BSK3277,용성마린,MW5,01,5물량장 1선석,2023-10-11 00:25,2023-10-12 13:30,MW5,01,5물량장 1선석,2023-10-11 00:25,2023-10-12 13:30,출항대기,2023-10-13,허가완료
3766,200031,2023,097,003,299,3명광호,BSK3277,용성마린,MW5,01,5물량장 1선석,2023-10-13 00:30,2023-10-13 01:00,MW5,01,5물량장 1선석,2023-10-13 00:30,2023-10-13 01:00,출항대기,2023-10-13,허가완료
3767,3EUA4,2023,028,004,6.672,GRACE PIONEER,BSC0335,덕운해운(주),WAN,03,남외항 N-3박지,2023-10-13 13:00,2023-10-31 18:00,WAN,03,남외항 N-3박지,2023-10-13 13:00,2023-10-31 18:00,출항대기,2023-10-13,허가완료
3768,D8ST,2023,001,001,14.162,STAR TYCHE,BSC2172,(주)진웅마리타임,MBR,01,감만부두 1선석,2023-10-16 07:00,2023-10-18 10:00,WAN,04,남외항 N-4박지,2023-10-16 07:00,2023-10-18 10:00,수리,2023-10-13,허가완료
3769,180018,2023,047,001,289,나로,BSK3277,용성마린,MW5,01,5물량장 1선석,2023-10-01 11:00,2023-10-05 14:30,MW5,01,5물량장 1선석,2023-10-01 11:00,2023-10-05 14:30,출항대기,2023-10-13,허가완료
3770,180018,2023,047,002,289,나로,BSK3277,용성마린,OLD,01,동명호안,2023-10-05 15:40,2023-10-05 18:35,OLD,01,동명호안,2023-10-05 15:40,2023-10-05 18:35,적하,2023-10-13,허가완료
3771,180018,2023,047,003,289,나로,BSK3277,용성마린,MW5,01,5물량장 1선석,2023-10-05 19:05,2023-10-06 12:00,MW5,01,5물량장 1선석,2023-10-05 19:05,2023-10-06 12:00,출항대기,2023-10-13,허가완료
3772,180018,2023,047,004,289,나로,BSK3277,용성마린,MSN,06,신항 2부두 3선석,2023-10-06 14:50,2023-10-06 19:35,MSN,06,신항 2부두 3선석,2023-10-06 14:50,2023-10-06 19:35,양하,2023-10-13,허가완료
3773,180018,2023,047,005,289,나로,BSK3277,용성마린,MW5,01,5물량장 1선석,2023-10-06 22:15,2023-10-11 07:10,MW5,01,5물량장 1선석,2023-10-06 22:15,2023-10-11 07:10,출항대기,2023-10-13,허가완료
3774,180018,2023,047,006,289,나로,BSK3277,용성마린,OLD,01,동명호안,2023-10-11 07:55,2023-10-11 10:50,OLD,01,동명호안,2023-10-11 07:55,2023-10-11 10:50,적하,2023-10-13,허가완료
3775,180018,2023,047,007,289,나로,BSK3277,용성마린,MW5,01,5물량장 1선석,2023-10-11 11:20,2023-10-11 16:10,MW5,01,5물량장 1선석,2023-10-11 11:20,2023-10-11 16:10,출항대기,2023-10-13,허가완료
3776,180018,2023,047,008,289,나로,BSK3277,용성마린,MSN,07,신항 2부두 4선석,2023-10-11 21:00,2023-10-11 23:35,MSN,07,신항 2부두 4선석,2023-10-11 21:00,2023-10-11 23:35,양하,2023-10-13,허가완료
3777,180018,2023,047,009,289,나로,BSK3277,용성마린,MW5,01,5물량장 1선석,2023-10-12 02:20,2023-10-13 03:30,MW5,01,5물량장 1선석,2023-10-12 02:20,2023-10-13 03:30,출항대기,2023-10-13,허가완료
3778,220007,2023,076,001,291,무성,BSZ3463,(주)이수해운,MW5,01,5물량장 1선석,2023-10-11 06:40,2023-10-11 12:30,MW5,01,5물량장 1선석,2023-10-11 06:40,2023-10-11 12:30,접안대기,2023-10-13,허가완료
3779,220007,2023,076,002,291,무성,BSZ3463,(주)이수해운,MBR,03,감만부두 3선석,2023-10-11 13:05,2023-10-11 17:00,MBR,03,감만부두 3선석,2023-10-11 13:05,2023-10-11 17:00,양하,2023-10-13,허가완료
3780,048285,2023,011,001,1.058,영인5001호,BSZ7478,주식회사 젠,MK4,05,감천 4부두 5선석,2023-09-23 10:00,2023-10-12 14:30,MK4,05,감천 4부두 5선석,2023-09-23 10:00,2023-10-12 14:30,기타,2023-10-13,허가완료
3781,050442,2023,039,001,75,금오티3호,BSK3141,금오로지스 주식회사,MK4,05,감천 4부두 5선석,2023-10-13 18:00,2023-10-13 19:00,MK4,05,감천 4부두 5선석,2023-10-13 18:00,2023-10-13 19:00,접안대기,2023-10-13,허가완료
3782,060853,2023,001,022,898,창우101호,BSZ2511,창우해양(주),MK4,05,감천 4부두 5선석,2023-10-14 00:00,2023-10-28 23:59,MK4,05,감천 4부두 5선석,2023-10-14 00:00,2023-10-28 23:59,계선,2023-10-13,허가완료
3783,200031,2023,097,002,299,3명광호,BSK3277,용성마린,MK6,01,감천 6부두 1선석,2023-10-12 14:40,2023-10-12 23:00,MK6,01,감천 6부두 1선석,2023-10-12 14:40,2023-10-12 23:00,적하,2023-10-13,허가완료
3784,H8NF,2023,004,001,9.668,ETERNAL LIGHT,BSC0373,(주)밴오션 코리아,WAN,04,남외항 N-4박지,2023-10-05 06:00,2023-10-31 22:00,,,,,,기타,2023-10-13,미허가
3785,220007,2023,077,001,291,무성,BSZ3463,(주)이수해운,MW5,01,5물량장 1선석,2023-10-12 11:40,2023-10-12 21:25,MW5,01,5물량장 1선석,2023-10-12 11:40,2023-10-12 21:25,출항대기,2023-10-13,허가완료
3786,D7QS,2023,028,001,1.084,301성신호,BSK2710,성신선박(주),WAE,02,E박지 E2 묘지,2023-10-15 21:00,2023-10-16 07:30,MQC,01,한진 중공업 안벽,2023-10-15 21:00,2023-10-16 07:30,화물대기,2023-10-13,허가완료
3787,DSAF8,2023,049,001,996,305 성신호,BSK2710,성신선박(주),WAE,01,E박지 E1 묘지,2023-10-15 19:00,2023-10-16 15:00,WAE,01,E박지 E1 묘지,2023-10-15 19:00,2023-10-16 15:00,화물대기,2023-10-13,허가완료
3788,V7BP8,2023,004,001,28.592,CAPTAIN THANASIS I,KMC0326,엠에스씨코리아(주),MSN,01,신항 1부두 1선석,2023-10-17 16:00,2023-10-18 06:00,MSN,01,신항 1부두 1선석,2023-10-17 16:00,2023-10-18 06:00,양적하,2023-10-13,허가완료
3789,DSQN2,2023,029,001,5.500,SKY AURORA,KMS8811,천경해운(주),MBR,02,감만부두 2선석,2023-10-14 20:00,2023-10-15 20:00,MBR,02,감만부두 2선석,2023-10-14 20:00,2023-10-15 20:00,양적하,2023-10-13,허가완료
3790,DSQP3,2023,032,001,5.534,SKY GLORY,KMS8811,천경해운(주),MBR,02,감만부두 2선석,2023-10-15 22:00,2023-10-16 18:00,MBR,02,감만부두 2선석,2023-10-15 22:00,2023-10-16 18:00,양하,2023-10-13,허가완료
3791,3FMM7,2023,005,001,4.457,NO.1 BARON,BSC0177,(주)가나마린,WAN,03,남외항 N-3박지,2023-10-14 06:00,2023-10-18 09:00,WAN,03,남외항 N-3박지,2023-10-14 06:00,2023-10-18 09:00,접안대기,2023-10-13,허가완료
3792,DSPF5,2023,112,001,465,TAELIM JASMINE,BSZ2465,태림해운(주),MK4,01,감천 4부두1선석(국제수산물부두),2023-10-14 01:00,2023-10-15 22:00,MK4,01,감천 4부두1선석(국제수산물부두),2023-10-14 01:00,2023-10-15 22:00,양적하,2023-10-13,허가완료
3793,JG5720,2023,235,001,19.961,NEW CAMELLIA,KMC0178,고려훼리(주),MBF,12,신국제여객터미널 12선석,2023-10-14 18:30,2023-10-15 08:00,MBF,12,신국제여객터미널 12선석,2023-10-14 18:30,2023-10-15 08:00,양적하,2023-10-13,허가완료
3794,JG5720,2023,235,002,19.961,NEW CAMELLIA,KMC0178,고려훼리(주),MBF,13,신국제여객터미널 13선석,2023-10-15 08:00,2023-10-15 16:00,MBF,13,신국제여객터미널 13선석,2023-10-15 08:00,2023-10-15 16:00,접안대기,2023-10-13,허가완료
3795,JG5720,2023,235,003,19.961,NEW CAMELLIA,KMC0178,고려훼리(주),MBF,12,신국제여객터미널 12선석,2023-10-15 16:00,2023-10-15 23:00,MBF,12,신국제여객터미널 12선석,2023-10-15 16:00,2023-10-15 23:00,양적하,2023-10-13,허가완료
3796,DSQV7,2023,039,001,2.006,DONGJIN NAGOYA,KMS8819,동진상선(주),MB7,01,7부두 71선석,2023-10-14 02:00,2023-10-15 18:00,MB7,01,7부두 71선석,2023-10-14 02:00,2023-10-15 18:00,양적하,2023-10-13,허가완료
3797,C6DT7,2023,005,001,9.587,ESTIMA,OSL0038,장금상선(주),MBS,01,신선대부두 1선석,2023-10-14 07:00,2023-10-14 18:00,MBS,01,신선대부두 1선석,2023-10-14 07:00,2023-10-14 18:00,양적하,2023-10-13,허가완료
3798,D7PC,2023,039,001,4.346,DONGJIN GENIUS,KMS8819,동진상선(주),MB7,02,7부두 72선석,2023-10-14 17:00,2023-10-16 08:00,MB7,02,7부두 72선석,2023-10-14 17:00,2023-10-16 08:00,양적하,2023-10-13,허가완료
3799,D7BR,2023,020,001,1.130,ASAKA,KMC0801,유진상선(주),MB8,05,8부두 85선석,2023-10-13 16:00,2023-10-13 22:00,MB8,05,8부두 85선석,2023-10-13 16:00,2023-10-13 22:00,출항대기,2023-10-13,허가완료
3800,066597,2023,072,001,164,한성8호,BSZ9757,(주)교성,MW5,01,5물량장 1선석,2023-10-11 11:20,2023-10-12 02:40,MW5,01,5물량장 1선석,2023-10-11 11:20,2023-10-12 02:40,출항대기,2023-10-13,허가완료
3801,224820,2023,021,001,293,대일,BSZ3463,(주)이수해운,MW5,01,5물량장 1선석,2023-09-11 13:35,2023-09-25 15:50,MW5,01,5물량장 1선석,2023-09-11 13:35,2023-09-25 15:50,상가대기,2023-10-13,허가완료
3802,V7PS7,2023,005,001,95.681,HYUNDAI FAITH,ICC2115,오션네트워크익스프레스코리아(주),MS3,04,신항 3부두 4선석,2023-10-13 17:00,2023-10-14 15:00,MS3,04,신항 3부두 4선석,2023-10-13 17:00,2023-10-14 15:00,양적하,2023-10-13,허가완료
3803,940196,2022,001,036,123,신우호,BSZ3611,주식회사신우석유,MW5,01,5물량장 1선석,2023-10-16 00:00,2023-10-31 23:59,MW5,01,5물량장 1선석,2023-10-16 00:00,2023-10-31 23:59,기타,2023-10-13,허가완료
3804,224820,2023,021,003,293,대일,BSZ3463,(주)이수해운,MW5,01,5물량장 1선석,2023-09-27 15:50,2023-10-12 07:35,MW5,01,5물량장 1선석,2023-09-27 15:50,2023-10-12 07:35,출항대기,2023-10-13,허가완료
3805,210003,2023,072,001,373,21동방호,BSK3374,(주)오성유업,MW5,01,5물량장 1선석,2023-10-14 03:00,2023-10-14 16:00,MW5,01,5물량장 1선석,2023-10-14 03:00,2023-10-14 16:00,접안대기,2023-10-13,허가완료
3806,210003,2023,072,002,373,21동방호,BSK3374,(주)오성유업,OLD,01,동명호안,2023-10-14 16:30,2023-10-14 19:30,OLD,01,동명호안,2023-10-14 16:30,2023-10-14 19:30,적하,2023-10-13,허가완료
3807,CQXO,2023,003,001,52.228,ZIM DANUBE,KMC0660,우성마리타임(주),MSN,03,신항 1부두 3선석,2023-10-18 08:00,2023-10-19 04:00,MSN,01,신항 1부두 1선석,2023-10-18 08:00,2023-10-19 04:00,양적하,2023-10-13,허가완료
3808,D7UJ,2023,046,001,7.683,DONGJIN FORTUNE,KMC8410,범주해운(주),MB6,01,자성대부두 61선석,2023-10-14 01:00,2023-10-14 11:00,MB6,01,자성대부두 61선석,2023-10-14 01:00,2023-10-14 11:00,양하,2023-10-13,허가완료
3809,D7UJ,2023,046,002,7.683,DONGJIN FORTUNE,KMC8410,범주해운(주),MS6,01,신항 6부두 1선석,2023-10-14 18:00,2023-10-15 05:00,MS6,01,신항 6부두 1선석,2023-10-14 18:00,2023-10-15 05:00,양적하,2023-10-13,허가완료
3810,D5OS4,2023,024,001,27.003,MARIA C,ICC2115,오션네트워크익스프레스코리아(주),MS4,01,신항 4부두 1선석,2023-10-13 22:00,2023-10-14 08:00,MS4,01,신항 4부두 1선석,2023-10-13 22:00,2023-10-14 08:00,양적하,2023-10-13,허가완료
3811,975935,2023,105,001,149,2금진호,BSZ3466,(주)신진해운,WAN,04,남외항 N-4박지,2023-10-07 08:10,2023-10-07 09:50,WAN,04,남외항 N-4박지,2023-10-07 08:10,2023-10-07 09:50,급유,2023-10-13,허가완료
3812,975935,2023,105,002,149,2금진호,BSZ3466,(주)신진해운,MW5,01,5물량장 1선석,2023-10-07 10:45,2023-10-10 15:15,,,,,,접안대기,2023-10-13,미허가
3813,D7ER,2023,020,006,9.988,PEGASUS PETA,KMS8835,동영해운(주),MBS,03,신선대부두 3선석,2023-10-14 15:00,2023-10-15 09:00,MBS,03,신선대부두 3선석,2023-10-14 15:00,2023-10-15 09:00,적하,2023-10-13,허가완료
3814,975935,2023,105,004,149,2금진호,BSZ3466,(주)신진해운,WAN,03,남외항 N-3박지,2023-10-10 20:35,2023-10-11 01:35,,,,,,급유,2023-10-13,미허가
3815,224817,2023,031,002,109,울산301호,USK2215,(주)울산선박,OLT,01,대교동호안,2023-10-11 01:05,2023-10-12 11:25,OLT,01,대교동호안,2023-10-11 01:05,2023-10-12 11:25,기타,2023-10-13,허가완료
3816,975935,2023,105,005,149,2금진호,BSZ3466,(주)신진해운,MW5,01,5물량장 1선석,2023-10-11 02:15,2023-10-11 07:20,,,,,,접안대기,2023-10-13,미허가
3817,975935,2023,105,006,149,2금진호,BSZ3466,(주)신진해운,MWB,01,봉래동물량장,2023-10-11 07:35,2023-10-11 08:20,,,,,,적하,2023-10-13,미허가
3818,224817,2023,031,003,1.529,울산301호,USK2215,(주)울산선박,OLH,01,청학안벽,2023-10-12 11:40,2023-10-12 11:50,OLH,01,청학안벽,2023-10-12 11:40,2023-10-12 11:50,기타,2023-10-13,허가완료
3819,UBDF6,2023,004,001,1.431,ZALIV RADUGA,BSC0070,(주)올베스,MYQ,01,기타 북항사설조선소,2023-10-13 08:00,2023-10-25 18:00,MYQ,01,기타 북항사설조선소,2023-10-13 08:00,2023-10-25 18:00,수리,2023-10-13,허가완료
3820,998304,2023,012,013,70,대명1호,BSZ9932,명성티엔비,MDD,01,다대포조선소,2023-09-27 12:50,2023-09-27 12:51,MDD,01,다대포조선소,2023-09-27 12:50,2023-09-27 12:51,접안대기,2023-10-13,허가완료
3821,5LHN2,2023,004,001,17.785,ADAMASTOS,KMC0861,천지해운 (주),MBR,03,감만부두 3선석,2023-10-16 08:00,2023-10-17 06:00,MBR,03,감만부두 3선석,2023-10-16 08:00,2023-10-17 06:00,양적하,2023-10-13,허가완료
3822,998304,2023,012,008,70,대명1호,BSZ9932,명성티엔비,MDD,01,다대포조선소,2023-09-26 08:30,2023-09-26 08:45,MDD,01,다대포조선소,2023-09-26 08:30,2023-09-26 08:45,접안대기,2023-10-13,허가완료
3823,998304,2023,012,011,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-09-27 06:35,2023-09-27 09:20,MK3,01,감천 3부두 1선석,2023-09-27 06:35,2023-09-27 09:20,접안대기,2023-10-13,허가완료
3824,088213,2023,003,002,1.420,삼양7001호,BSM0064,진양선박,OLH,01,청학안벽,2023-10-14 00:00,2023-10-25 00:00,OLH,01,청학안벽,2023-10-14 00:00,2023-10-25 00:00,접안대기,2023-10-13,허가완료
3825,166803,2023,016,001,396,로원호,BSZ3632,로원,MW5,01,5물량장 1선석,2023-10-12 20:00,2023-10-13 12:35,MW5,01,5물량장 1선석,2023-10-12 20:00,2023-10-13 12:35,접안대기,2023-10-13,허가완료
3826,998304,2023,012,009,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-09-26 09:45,2023-09-26 16:05,MK3,01,감천 3부두 1선석,2023-09-26 09:45,2023-09-26 16:05,접안대기,2023-10-13,허가완료
3827,998304,2023,012,007,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-09-26 06:30,2023-09-26 07:30,MK3,01,감천 3부두 1선석,2023-09-26 06:30,2023-09-26 07:30,접안대기,2023-10-13,허가완료
3828,998304,2023,012,005,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-09-25 06:30,2023-09-25 16:05,MK3,01,감천 3부두 1선석,2023-09-25 06:30,2023-09-25 16:05,접안대기,2023-10-13,허가완료
3829,998304,2023,012,004,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-09-23 16:00,2023-09-25 06:20,MK4,05,감천 4부두 5선석,2023-09-23 16:00,2023-09-25 06:20,접안대기,2023-10-13,허가완료
3830,998304,2023,012,010,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-09-26 16:15,2023-09-27 06:05,MK4,05,감천 4부두 5선석,2023-09-26 16:15,2023-09-27 06:05,접안대기,2023-10-13,허가완료
3831,998304,2023,012,014,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-09-27 13:30,2023-10-03 07:20,MK4,05,감천 4부두 5선석,2023-09-27 13:30,2023-10-03 07:20,접안대기,2023-10-13,허가완료
3832,998304,2023,012,012,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-09-27 09:40,2023-09-27 11:45,MK4,05,감천 4부두 5선석,2023-09-27 09:40,2023-09-27 11:45,접안대기,2023-10-13,허가완료
3833,090176,2022,001,028,172,비씨보고호,BSZ9719,(주)광영산초,OLS,01,동삼안벽,2023-10-13 23:59,2023-10-27 23:59,OLS,01,동삼안벽,2023-10-13 23:59,2023-10-27 23:59,접안대기,2023-10-13,허가완료
3834,998304,2023,012,006,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-09-25 16:15,2023-09-26 06:20,MK4,05,감천 4부두 5선석,2023-09-25 16:15,2023-09-26 06:20,접안대기,2023-10-13,허가완료
3835,975935,2023,105,003,149,2금진호,BSZ3466,(주)신진해운,MK6,01,감천 6부두 1선석,2023-10-10 15:30,2023-10-10 20:00,MK6,01,감천 6부두 1선석,2023-10-10 15:30,2023-10-10 20:00,급유,2023-10-13,허가완료
3836,224820,2023,021,002,293,대일,BSZ3463,(주)이수해운,MYF,10,선기조합-10(삼우 1),2023-09-25 17:35,2023-09-27 14:00,MYF,10,선기조합-10(삼우 1),2023-09-25 17:35,2023-09-27 14:00,수리,2023-10-13,허가완료
3837,DTFE,2023,001,001,416,306대화호,KMI9236,대해수산(주),MK3,02,감천 3부두 2선석,2023-10-16 07:00,2023-11-11 17:00,MK3,02,감천 3부두 2선석,2023-10-16 07:00,2023-11-11 17:00,양하,2023-10-13,허가완료
3838,210011,2023,034,026,220,11청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-09 11:10,2023-10-11 08:40,MW5,01,5물량장 1선석,2023-10-09 11:10,2023-10-11 08:40,접안대기,2023-10-13,허가완료
3839,210011,2023,034,027,220,11청경호,BSZ2594,(주)세종유업,MDY,01,영도(KOCO) 돌핀,2023-10-11 08:50,2023-10-11 09:40,MDY,01,영도(KOCO) 돌핀,2023-10-11 08:50,2023-10-11 09:40,급유,2023-10-13,허가완료
3840,210011,2023,034,028,220,11청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-11 09:55,2023-10-12 05:30,MW5,01,5물량장 1선석,2023-10-11 09:55,2023-10-12 05:30,접안대기,2023-10-13,허가완료
3841,210011,2023,034,029,220,11청경호,BSZ2594,(주)세종유업,MSL,01,신항 다목적부두,2023-10-12 08:45,2023-10-12 09:55,MSL,01,신항 다목적부두,2023-10-12 08:45,2023-10-12 09:55,급유,2023-10-13,허가완료
3842,210011,2023,034,030,220,11청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-12 13:25,2023-10-13 10:25,MW5,01,5물량장 1선석,2023-10-12 13:25,2023-10-13 10:25,접안대기,2023-10-13,허가완료
3843,120061,2023,055,016,320,12청경호,BSZ2594,(주)세종유업,MDY,01,영도(KOCO) 돌핀,2023-10-11 09:50,2023-10-11 11:40,MDY,01,영도(KOCO) 돌핀,2023-10-11 09:50,2023-10-11 11:40,급유,2023-10-13,허가완료
3844,120061,2023,055,017,320,12청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-11 12:00,2023-10-12 04:30,MW5,01,5물량장 1선석,2023-10-11 12:00,2023-10-12 04:30,접안대기,2023-10-13,허가완료
3845,120061,2023,055,018,320,12청경호,BSZ2594,(주)세종유업,MBS,05,신선대부두 5선석,2023-10-12 05:10,2023-10-12 06:40,MBS,05,신선대부두 5선석,2023-10-12 05:10,2023-10-12 06:40,급유,2023-10-13,허가완료
3846,120061,2023,055,020,320,12청경호,BSZ2594,(주)세종유업,WAN,03,남외항 N-3박지,2023-10-12 14:25,2023-10-12 16:50,WAN,03,남외항 N-3박지,2023-10-12 14:25,2023-10-12 16:50,급유,2023-10-13,허가완료
3847,9V6990,2023,004,001,28.270,BOTANY,KMC0326,엠에스씨코리아(주),MSN,04,신항 2부두 1선석,2023-10-17 19:00,2023-10-18 10:00,MSN,04,신항 2부두 1선석,2023-10-17 19:00,2023-10-18 10:00,양적하,2023-10-13,허가완료
3848,7JWL,2023,003,001,87.035,ONE COMPETENCE,ICC2115,오션네트워크익스프레스코리아(주),MS4,03,신항 4부두 3선석,2023-10-14 09:00,2023-10-15 17:00,MS4,03,신항 4부두 3선석,2023-10-14 09:00,2023-10-15 17:00,양적하,2023-10-13,허가완료
3849,160031,2023,017,002,2.041,트리톤,BSK3210,다온물류 주식회사,WAM,09,M박지 M9 묘지,2023-10-14 10:00,2023-10-15 01:00,MK6,01,감천 6부두 1선석,2023-10-14 10:00,2023-10-15 01:00,접안대기,2023-10-13,허가완료
3850,UAJO,2023,001,003,4.407,GENERAL TROSHEV,BSC2289,(주)디에이치해운,MK5,05,삼경안벽(동하조선),2023-10-14 12:00,2023-11-30 18:00,MK5,05,삼경안벽(동하조선),2023-10-14 12:00,2023-11-30 18:00,수리,2023-10-13,허가완료
3851,DSNC2,2023,013,001,5.683,드래곤스타,BSK0011,쌍용씨앤이(주),MK5,06,쌍용안벽,2023-10-16 06:00,2023-10-17 08:00,MK5,06,쌍용안벽,2023-10-16 06:00,2023-10-17 08:00,양하,2023-10-13,허가완료
3852,224816,2023,065,001,954,루비오션호,USK0058,(주)원강해운,MS4,02,신항 4부두 2선석,2023-10-11 13:20,2023-10-11 15:55,MS4,02,신항 4부두 2선석,2023-10-11 13:20,2023-10-11 15:55,양하,2023-10-13,허가완료
3853,224816,2023,065,002,954,루비오션호,USK0058,(주)원강해운,MW5,01,5물량장 1선석,2023-10-11 19:05,2023-10-12 00:10,MW5,01,5물량장 1선석,2023-10-11 19:05,2023-10-12 00:10,출항대기,2023-10-13,허가완료
3854,120061,2023,055,019,320,12청경호,BSZ2594,(주)세종유업,MK6,02,감천 6부두 2선석,2023-10-12 07:50,2023-10-12 13:40,MK6,02,감천 6부두 2선석,2023-10-12 07:50,2023-10-12 13:40,급유,2023-10-13,허가완료
3855,3E3956,2023,012,001,9.030,HE YUAN 1,OSL0038,장금상선(주),MBS,03,신선대부두 3선석,2023-10-16 10:00,2023-10-17 10:00,MBS,03,신선대부두 3선석,2023-10-16 10:00,2023-10-17 10:00,양적하,2023-10-13,허가완료
3856,DSOE5,2023,039,001,9.522,PEGASUS YOTTA,KMS8835,동영해운(주),MBS,04,신선대부두 4선석,2023-10-15 11:00,2023-10-16 04:00,MBS,04,신선대부두 4선석,2023-10-15 11:00,2023-10-16 04:00,양적하,2023-10-13,허가완료
3857,BTUV,2023,035,001,7.589,HENG YU,KMS8835,동영해운(주),MBS,01,신선대부두 1선석,2023-10-14 20:00,2023-10-15 15:00,MBS,01,신선대부두 1선석,2023-10-14 20:00,2023-10-15 15:00,양적하,2023-10-13,허가완료
